0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	0	6003	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	1006804	1006804	1006804	0	0	
0	0	0	6003	6003	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	1006804	1006804	1006804	0	0	
0	0	0	0	0	0	1006804	1006804	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1006804	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	3000	0	0	0	1006804	1006804	1006804	0	
0	0	0	0	0	0	1006804	1006804	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	1006804	1006804	1006804	0	
0	0	0	0	0	1006804	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1006804	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	1006804	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1005302	1005302	1005302	1005302	1005302	1005302	1005302	0	0	0	0	0	0	0	
0	0	0	0	0	6003	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	6003	0	6003	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	6003	6003	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	1006804	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	1006804	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	6003	0	1006804	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	6003	6003	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	1006804	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	0	1006804	1006804	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	0	1006804	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	
0	0	6003	0	1006804	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
